ts,vault,vault_name,coin,delta_usd,szi,funding_rate
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,WCT,0.19972,-1699.0833333333,1.43032e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,ME,2.654147,-46376.6416666667,3.2897e-06
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,SAGA,27.350752,-364592.3083333333,1.25e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,SAND,-26.607329,579861.1666666666,6.8426e-06
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,SCR,-7.851088,79030.4541666667,1.19925e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,SEI,-1.507262,111944.9583333333,1.6156e-06
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,SNX,3.433233,-16162.5166666667,1.25e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,SOL,283.96828,-4547.7504166667,1.25e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,SUI,-8.860759,12040.775,9.0024e-06
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,TRUMP,29.296282,12872.1541666667,-1.15347e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,SUPER,-26.798365,-54247.125,-3.5587e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,SYRUP,-1.565663,180315.25,8.479e-07
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,TAO,40.105336,-413.2999166667,1.25e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,TIA,-6.154,12214.1666666667,1.23032e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,TNSR,18.302992,-513970.1333333334,1.25e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,STX,44.949242,-305404.9666666668,9.6161e-06
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,TST,0.388867,-49231.1666666667,1.25e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,SPX,-30.831771,91134.0916666667,1.25e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,SUSHI,14.940773,-64790.8958333333,1.25e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,OM,69.079997,242721.5083333333,-5.36872e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,SOPH,159.533728,3621245.4166666665,-6.02755e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,BABY,36.074598,-2674879.2916666665,1.20179e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,CELO,-2.648328,31291.75,1.11129e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,BLAST,-25.36034,-21690037.583333332,-1.95507e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,BLUR,-9.24612,397747.875,1.25e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,BNB,-32.559581,125.3776666667,1.25e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,BOME,9.205171,-15491130.458333334,1.25e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,BRETT,-6.913521,475602.2916666667,1.25e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,BSV,-121.714198,-4759.89,-4.12955e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,MANTA,10.81924,-175218.6833333333,1.25e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,BANANA,-17.364327,3211.7541666667,1.14614e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,BIGTIME,-54.230259,-1321283.125,-2.51065e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,CHILLGUY,33.160025,-2551811.8333333335,1.25e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,COMP,-16.994624,1309.3945833333,1.25e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,CRV,-0.46269,5147.775,4.8847e-06
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,DOGE,11.709419,-181466.4583333333,1.25e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,DOOD,-3.781953,3840315.375,1.38793e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,BTC,244.983332,-7.8761220833,1.17987e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,CAKE,-39.79324,55875.3791666667,1.17765e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,CFX,-9.046577,255570.2916666667,7.9898e-06
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,ANIME,1.942227,-401521.2916666667,1.2499e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,BIO,1849.908273,1205879.6666666667,-0.0003755879
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,ALT,-21.059958,2772305.6666666665,9.4472e-06
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,BERA,-8.542341,9362.1416666667,1.37924e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,HMSTR,2.254784,-10664615.166666666,1.25e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,FXS,-14.8817,19368.4583333333,1.25e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,MAV,163.898157,855205.2083333334,-0.0001086449
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,AAVE,-13.011516,226.2625,7.6659e-06
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,ACE,-6.249996,38879.4816666667,1.25e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,ADA,9.152614,-37778.9583333333,1.21829e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,AVAX,23.836034,-3341.5991666667,1.25e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,APE,72.681084,-422797.4583333333,1.25e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,ATOM,60.928841,-54032.3304166667,1.01566e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,APT,35.011351,-35793.8445833333,9.417e-06
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,AR,8.7323,-4416.4866666667,1.25e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,ARB,72.877184,-485694.6249999999,1.25254e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,ALGO,34.015937,-574037.75,1.01929e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,ARK,-16.405456,124896.0833333333,1.23521e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,AI16Z,18.710038,-579860.8791666667,1.24951e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,AIXBT,35.836072,-1104837.1666666667,1.25e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,IOTA,2.945273,-50109.75,1.25e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,DOT,6.657747,-28669.4166666667,2.386e-06
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,ETH,31.374959,-94.649225,3.0481e-06
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,HYPER,19.174814,410625.2916666667,-6.2918e-06
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,IMX,2.564965,-70095.5166666667,2.7661e-06
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,INIT,29.432418,-398504.625,8.8516e-06
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,INJ,4.541844,-1904.6291666667,7.4234e-06
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,IO,38.104846,-213490.2583333333,1.25e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,IP,-225.210918,-21083.3583333333,-7.36738e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,HYPE,90.265241,-3673.5445833333,2.2912e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,EIGEN,17.337723,-47431.5304166667,1.25e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,LAUNCHCOIN,26.302943,-1300200.75,1.24125e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,LDO,11.404782,-31165.0666666667,1.25e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,LINK,30.794408,-8990.1916666667,6.0146e-06
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,DYM,-7.617361,618044.1416666667,2.0779e-06
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,JTO,42.06147,-70100.0833333333,1.25e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,LTC,22.937127,-690.54375,1.25e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,KAS,-6.220759,240840.7083333333,1.25e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,BCH,29.211373,-181.1000416667,1.24653e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,LAYER,-14.186067,131768.2083333333,8.223e-06
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,HBAR,60.822635,-879548.0,1.25e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,KAITO,1.713601,-67456.2083333333,7.458e-07
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,DYDX,-5.33711,-84544.3875,-4.133e-06
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,ETHFI,-55.527626,-106163.1166666667,-2.04621e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,FARTCOIN,41.038031,-133828.7916666667,1.58899e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,FIL,-13.043869,18859.2791666667,1.25e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,ENA,80.966196,-341201.5416666667,1.5078e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,FET,48.216674,-256476.5416666667,1.25e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,FTT,-11.461237,2757.3541666667,0.0002034519
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,GMT,-7.884739,642430.75,1.22618e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,GOAT,-18.580404,730784.5416666666,1.25e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,ETC,6.094036,-962.8675,1.25e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,GRIFFAIN,42.253548,-3717418.875,1.46255e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,MAVIA,-18.283467,381699.9333333334,1.25e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,GALA,25.283532,-5402837.708333333,1.18632e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,GAS,-11.077348,12745.0833333333,1.10803e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,JUP,52.169331,-337585.4166666667,1.25e-05
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,GMX,4.660394,1577.0945833333,-8.6363e-06
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,ENS,-0.420926,206.3991666667,5.0026e-06
2025-08-29 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,GRASS,114.946801,167583.1916666667,-3.8225e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,RESOLV,-4.780888,109322.25,1.25e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,STRK,6.355022,-1230264.4458333333,1.6978e-06
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,REZ,5.926975,1326462.3333333333,-1.48807e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,PUMP,40.033308,-23435330.333333332,2.00581e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,PURR,-13.37403,65277.4166666667,5.05194e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,PYTH,45.50722,57492.25,-0.0001645511
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,POPCAT,2.442126,-31144.0,1.25e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,SOPH,-19.478733,3661857.7083333335,7.2657e-06
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,RSR,49.934241,-22320137.041666668,1.25e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,SAND,-44.164297,556838.0416666666,1.20745e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,SCR,-6.474094,63387.2125,1.25e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,SEI,9.530356,100658.75,-1.38193e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,PROMPT,21.10404,-377675.7916666667,1.25e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,SOL,281.881456,-5302.5429166667,1.09222e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,MNT,19.562456,-55733.0333333333,1.25e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,S,-0.112986,1163.0833333333,1.25e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,PROVE,164.910227,124288.5416666667,-5.71041e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,SAGA,28.291726,-383476.7291666667,1.25e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,ZETA,4.915695,-85350.1125,1.25e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,NIL,46.77197,-559903.5,1.25e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,NEIROETH,7.573964,-270610.3333333333,1.25055e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,kLUNC,16.250317,-925541.875,1.25e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,NEO,0.021368,-13294.665,1.131e-07
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,NOT,-2.433241,4549853.583333333,1.25e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,NXPC,30.94038,-281985.7916666667,6.3606e-06
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,POL,-0.335804,4673.375,1.25e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,NEAR,13.168551,-18041.2291666667,1.25e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,POLYX,60.735202,-1539937.8333333333,1.25e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,OP,5.152605,-24682.7291666667,1.23771e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,RUNE,16.318834,-45513.4041666667,1.25e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,ORDI,72.858484,-27776.3779166667,1.25e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,PENDLE,12.371839,-8525.6666666667,1.27728e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,PENGU,-9.105351,1079574.0833333333,1.18109e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,PEOPLE,59.345694,-10507905.875,1.24254e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,PNUT,14.163943,-268465.925,1.02718e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,OM,35.074792,243550.9958333334,-2.7662e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,ONDO,15.076699,-55572.2083333333,1.24311e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,SNX,1.157809,-5495.5958333333,1.25e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,OMNI,-8.100508,8278.6675,1.25e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,PAXG,-12.422272,11.9637916667,1.25e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,MORPHO,25.234226,-41650.1875,1.25914e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,MOODENG,15.843925,-426719.3333333333,1.12073e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,SUSHI,15.262643,-67020.5125,1.25e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,XAI,-25.218261,2496762.7249999996,8.7486e-06
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,XLM,19.422731,-282970.7083333333,7.9834e-06
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,XRP,-26.006244,-46841.9166666667,-8.2337e-06
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,YGG,21.730632,-460138.875,1.25e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,ZEN,26.47208,-12083.8079166667,1.25e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,ZEREBRO,15.543188,-2224455.4583333335,1.25e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,ZK,-4.406933,243262.4166666667,1.25e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,WIF,-5.02141,20865.75,1.24767e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,VIRTUAL,64.405995,-191948.1916666667,1.21939e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,WLD,37.827471,-139151.0916666667,1.25e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,ZRO,-2.877414,4961.275,1.25e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,kBONK,37.543575,-3408816.75,2.07298e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,kNEIRO,24.880764,-235148.2208333333,1.25e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,kPEPE,169.769278,19272057.375,-3.71703e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,MOVE,-3.585259,1157604.4166666667,9.995e-07
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,SPX,-32.887482,97869.7375,1.25e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,YZY,18.821568,-42475.875,3.45223e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,kSHIB,1.085626,-3755517.5833333335,9.429e-07
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,ZORA,31.03944,-1376970.375,1.25e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,STX,54.150749,-290125.2083333333,1.25e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,BOME,11.010293,-18741848.166666668,1.25e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,TRUMP,-4.676974,16445.9708333333,1.3797e-06
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,SYRUP,-16.315076,183825.0,7.8532e-06
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,TAO,42.199968,-436.9242083333,1.25e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,TIA,1.450284,-2953.3666666667,1.25e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,TNSR,19.225613,-542673.8291666667,1.25e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,TON,36.920546,-39665.6041666667,1.25e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,TRB,38.971024,-3865.3725,1.25e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,WCT,-1.105042,16900.4583333333,9.0816e-06
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,SUPER,8.01233,-55802.2916666667,1.02476e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,W,-41.544537,-658712.0000000001,-3.12597e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,VVV,0.553687,150.2075,-5.42992e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,UMA,34.968568,29285.5416666667,-3.44012e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,UNI,63.802667,-21974.9875,1.25e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,USTC,54.745901,-13875327.625,1.25e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,USUAL,3.171915,-224236.4625,8.992e-06
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,VINE,9.850758,-476374.4583333333,1.25e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,kFLOKI,1.984568,1840476.625,-4.84e-07
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,SUI,-13.292453,15232.9791666667,1.10249e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,TST,-0.932113,120179.6666666667,1.25e-05
2025-08-30 00:00:00+00:00,0x010461c14e146ac35fe42271bdc1134ee31c703a,Strategy A,TURBO,-6.869512,25697245.333333332,2.7825e-06
